'goals','hat_y_g','hat_y_xG'
1.0,2.43797,2.6
1.0,1.105,1.8
2.0,1.349,1.9
2.0,1.47699,1.6
1.0,1.116,1.4
3.0,2.2725,2.6
2.0,1.47549,1.8
2.0,1.64800,1.4
1.0,1.768,2.5
0.0,1.28798,1.3
0.0,1.15750,1.1
2.0,1.60199,1.7
0.0,1.4745,1.5
1.0,1.21050,0.8
1.0,0.937,1.1
0.0,1.8395,1.7
3.0,1.64849,1.9
3.0,1.721,1.5
3.0,1.25650,1.4
2.0,1.81800,2.3
0.0,1.0785,0.9
4.0,1.3125,1.1
1.0,1.68850,1.5
0.0,0.9995,1.2
2.0,1.0765,0.9
2.0,2.342,2.2
0.0,1.0945,1.1
1.0,1.2405,1.3
0.0,0.8215,0.5
3.0,2.20300,2.1
2.0,1.441,1.7
1.0,1.4835,1.9
3.0,0.876,0.8
1.0,1.085,0.8
0.0,0.96,0.7
2.0,1.116,1.1
0.0,1.1385,1.0
0.0,1.1595,0.8
0.0,1.00598,0.8
2.0,1.488,1.9
3.0,2.241,2.6
0.0,1.2555,1.9
2.0,1.2715,1.5
1.0,1.385,1.2
1.0,2.11349,1.9
3.0,1.456,1.3
4.0,0.91799,0.5
2.0,1.358,2.2
1.0,1.165,1.0
1.0,1.4495,2.0
5.0,1.7875,2.0
2.0,1.0185,1.0
2.0,0.94600,1.4
0.0,1.5,0.9
3.0,1.611,2.8
1.0,1.60799,1.4
0.0,1.43600,2.0
1.0,1.26700,1.8
3.0,2.127,1.8
0.0,0.82349,0.8
1.0,1.80649,2.1
1.0,1.1285,1.0
3.0,1.07998,0.8
0.0,2.617,2.3
0.0,0.95900,1.1
2.0,2.322,2.3
1.0,1.44250,2.0
2.0,1.6095,2.5
2.0,1.37449,1.5
0.0,1.38098,1.8
1.0,1.3705,0.8
2.0,1.4885,1.1
0.0,1.17749,0.6
1.0,0.92549,1.1
1.0,1.76800,2.3
2.0,1.45298,1.9
0.0,1.1055,0.9
2.0,1.57649,2.1
1.0,1.19200,1.4
0.0,1.15849,0.8
1.0,1.4005,2.0
0.0,1.1935,1.3
1.0,1.0945,0.7
2.0,1.187,1.8
5.0,1.07750,1.0
1.0,1.458,1.8
1.0,2.4095,2.6
0.0,1.39849,1.4
1.0,1.511,1.3
1.0,1.37649,1.5
1.0,2.364,3.1
2.0,1.3545,1.7
1.0,1.4575,1.8
1.0,1.23499,2.3
1.0,1.4115,1.9
2.0,1.447,1.4
1.0,1.63098,1.1
3.0,1.707,1.5
0.0,1.158,0.7
0.0,1.099,1.6
1.0,1.4855,1.7
2.0,1.159,1.5
1.0,1.25650,1.3
2.0,1.3105,1.3
1.0,1.4975,1.6
0.0,1.6425,2.4
0.0,1.2435,1.0
1.0,1.723,1.6
1.0,1.2445,1.7
3.0,0.9545,0.7
0.0,1.00449,1.1
2.0,1.3215,1.3
0.0,1.2255,1.4
2.0,1.419,1.7
1.0,1.18249,1.1
2.0,1.5175,1.9
2.0,1.7155,1.5
1.0,1.3735,2.0
1.0,1.68049,1.9
2.0,1.339,1.3
0.0,1.5295,1.9
0.0,1.233,1.5
2.0,1.11750,1.2
3.0,1.5285,2.1
0.0,1.2615,1.8
2.0,1.723,2.4
2.0,1.4095,1.6
2.0,0.974,1.2
1.0,1.068,1.4
0.0,1.0445,1.0
1.0,1.80649,1.7
1.0,1.55650,1.8
0.0,1.3865,1.8
0.0,1.03500,0.5
2.0,1.10199,0.8
3.0,1.30500,1.0
1.0,1.1305,1.6
1.0,1.0015,1.0
0.0,2.26700,2.3
3.0,1.616,1.6
2.0,1.33700,1.8
3.0,1.51149,1.9
0.0,2.278,2.7
1.0,1.1945,1.0
1.0,1.3635,1.2
4.0,2.3665,2.2
2.0,2.1855,2.5
5.0,1.4565,1.5
0.0,2.39549,2.4
0.0,1.0685,1.5
3.0,1.72549,1.9
4.0,1.246,1.7
2.0,1.66298,1.8
1.0,1.4015,1.1
2.0,1.14898,2.0
0.0,0.93800,0.9
6.0,1.98998,2.4
1.0,1.5145,1.9
3.0,1.5305,1.9
3.0,1.361,1.6
2.0,1.427,1.5
2.0,2.758,3.8
1.0,1.592,1.7
0.0,1.127,1.2
1.0,1.568,1.1
0.0,1.2775,1.2
1.0,1.1395,0.5
1.0,1.175,1.0
0.0,1.6285,2.3
0.0,1.05549,0.9
4.0,1.45050,1.7
1.0,1.2305,1.2
0.0,1.2595,1.4
5.0,1.66550,2.2
3.0,1.423,1.2
0.0,1.443,0.9
0.0,1.3785,1.5
1.0,1.537,2.0
3.0,1.38000,1.2
2.0,1.284,1.3
1.0,0.9525,0.7
2.0,1.4185,2.0
0.0,1.463,0.9
1.0,1.581,1.8
2.0,0.94600,1.1
3.0,1.1075,1.4
1.0,0.962,0.5
2.0,1.2285,1.4
0.0,0.85100,1.1
0.0,0.819,0.6
2.0,1.3635,1.4
1.0,1.55500,1.8
0.0,1.53400,1.7
4.0,1.334,1.7
1.0,1.1225,0.6
2.0,1.76749,1.8
1.0,1.34950,1.2
1.0,1.4795,2.3
3.0,0.92699,0.6
1.0,2.12549,1.9
1.0,1.66550,0.8
2.0,1.798,2.4
1.0,1.391,1.5
0.0,1.5005,1.8
1.0,1.69250,1.6
5.0,1.5975,2.1
1.0,1.41949,0.9
1.0,0.95949,0.9
1.0,0.9355,0.8
2.0,2.3995,2.4
2.0,1.68249,1.3
1.0,1.27349,1.2
0.0,1.105,1.6
1.0,0.9615,0.7
3.0,1.1865,1.5
2.0,2.71395,2.0
2.0,1.03,0.7
0.0,1.1105,0.8
3.0,1.10199,0.9
0.0,2.2225,2.6
1.0,0.96400,1.5
5.0,1.42800,2.2
0.0,1.1815,0.8
2.0,1.19,1.0
4.0,2.2245,2.5
2.0,1.375,1.6
1.0,0.985,1.6
4.0,1.564,1.6
0.0,1.58599,1.2
0.0,1.3225,1.5
1.0,1.30100,1.3
2.0,1.32550,1.2
0.0,2.41450,2.3
3.0,1.591,1.5
0.0,1.34799,0.8
1.0,1.59950,1.5
0.0,1.143,0.8
3.0,1.2395,0.9
1.0,1.53250,1.6
2.0,1.72899,1.8
3.0,2.1605,2.3
1.0,1.0465,0.8
2.0,1.655,1.3
3.0,1.30749,0.9
4.0,2.3305,2.3
1.0,1.537,1.4
1.0,1.34999,0.7
0.0,0.9795,0.7
0.0,1.0085,1.1
0.0,1.215,0.7
1.0,1.67550,2.4
1.0,1.7475,1.8
1.0,1.61999,1.9
2.0,0.8975,1.0
2.0,1.7035,2.4
0.0,1.4715,2.0
0.0,1.5295,0.9
2.0,1.2775,1.5
2.0,1.536,2.8
2.0,1.0025,1.1
1.0,1.85900,1.6
3.0,1.5085,1.6
0.0,1.3605,1.4
2.0,1.596,1.6
2.0,1.195,1.9
0.0,1.1635,1.0
2.0,1.3285,1.3
0.0,1.15200,0.4
1.0,1.202,1.0
3.0,1.53798,2.2
0.0,0.9785,1.2
3.0,1.22950,1.9
2.0,1.153,0.9
2.0,1.10999,0.8
2.0,1.24299,1.7
2.0,1.386,1.2
2.0,1.10849,1.0
0.0,0.84600,1.2
2.0,2.1965,1.9
2.0,1.074,1.0
2.0,1.133,1.1
0.0,0.9145,1.0
1.0,1.317,1.2
0.0,1.419,1.7
0.0,1.16498,1.4
2.0,1.42249,1.2
0.0,0.9865,0.9
3.0,0.94000,1.0
3.0,1.45098,1.2
2.0,1.2175,1.2
1.0,0.959,1.6
2.0,1.6245,2.0
1.0,0.77350,0.3
1.0,0.8985,1.0
5.0,1.16498,1.3
0.0,1.71050,2.0
0.0,1.29749,1.5
0.0,1.4705,1.8
1.0,1.08350,1.5
1.0,1.9415,2.2
2.0,0.87349,0.7
0.0,1.258,1.3
2.0,1.03998,0.8
1.0,1.043,1.7
0.0,1.0085,0.9
2.0,1.77,2.0
1.0,1.4965,2.0
2.0,1.167,1.0
1.0,1.637,1.9
2.0,1.5295,1.3
2.0,1.2905,1.7
1.0,0.89599,1.1
0.0,1.224,0.9
2.0,1.0185,1.2
1.0,1.7945,1.8
0.0,1.777,1.0
1.0,1.63000,2.1
0.0,1.1505,1.3
1.0,1.48349,1.7
1.0,1.71000,1.3
1.0,1.286,1.3
0.0,1.1435,1.2
2.0,1.39849,1.6
2.0,0.833,0.9
3.0,1.109,0.7
2.0,1.54650,1.5
0.0,1.71150,2.1
2.0,1.213,1.4
1.0,1.53900,1.8
2.0,1.4315,2.3
2.0,1.3315,1.3
1.0,1.597,1.7
2.0,1.4115,1.4
1.0,0.9795,1.1
0.0,1.4055,2.7
3.0,1.18249,1.6
2.0,2.2945,2.2
2.0,1.40400,1.5
1.0,1.093,1.5
3.0,1.573,1.2
1.0,1.517,1.3
1.0,1.238,1.6
0.0,1.40200,1.8
2.0,0.92398,0.9
0.0,1.45950,1.2
1.0,2.13900,1.8
1.0,1.5105,1.7
1.0,1.8775,1.9
1.0,1.4725,1.7
1.0,0.7635,0.6
1.0,0.95,1.5
1.0,1.1795,1.2
3.0,1.8895,1.5
1.0,1.38150,1.5
1.0,1.46499,0.9
3.0,1.46299,1.2
4.0,1.592,2.0
1.0,1.248,1.0
0.0,1.0315,1.5
1.0,1.6855,1.6
4.0,2.12350,2.7
2.0,0.9935,1.0
1.0,2.32800,2.1
1.0,1.132,1.3
4.0,2.786,3.5
1.0,1.35199,1.8
3.0,1.573,1.8
1.0,1.34249,1.4
1.0,1.17000,1.0
2.0,0.92450,0.9
1.0,1.205,2.3
0.0,0.96749,0.5
0.0,1.42000,1.7
0.0,1.66298,1.4
1.0,1.41649,1.6
3.0,1.67898,2.4
3.0,1.42249,1.6
3.0,1.4715,1.0
3.0,1.845,1.7
1.0,1.008,1.3
1.0,1.0075,1.4
3.0,1.77349,1.9
1.0,1.0955,1.5
1.0,1.0365,0.6
1.0,1.184,1.4
1.0,0.917,0.8
7.0,1.426,1.4
0.0,1.0805,1.2
2.0,0.747,0.5
1.0,1.449,1.9
2.0,1.94498,2.8
3.0,1.61500,1.6
1.0,1.334,1.5
1.0,1.046,1.1
2.0,0.917,0.9
0.0,1.09599,1.6
2.0,2.79600,2.2
2.0,1.08,0.9
1.0,1.5955,1.9
3.0,1.2645,1.7
2.0,1.3965,2.0
1.0,1.22800,1.1
1.0,1.642,1.9
0.0,1.4975,2.1
2.0,1.65800,1.9
3.0,2.26550,2.5
1.0,1.92049,1.0
0.0,1.38249,1.3
1.0,0.95649,0.8
0.0,1.23,1.1
0.0,1.4195,1.4
2.0,1.68049,1.9
0.0,1.07598,1.0
1.0,1.58649,2.2
3.0,1.50749,1.8
2.0,1.27349,1.3
0.0,0.89950,0.9
3.0,1.3895,1.6
3.0,0.97300,0.9
3.0,1.0465,0.9
3.0,1.058,1.4
2.0,1.5525,2.0
1.0,2.287,2.2
0.0,1.6535,1.2
1.0,1.3035,1.4
1.0,1.294,1.5
0.0,1.2215,1.0
1.0,1.4255,1.8
3.0,1.5355,1.8
1.0,1.2885,1.3
0.0,1.05100,1.3
1.0,1.767,2.3
2.0,2.298,2.7
2.0,0.9065,1.0
1.0,1.536,1.8
0.0,1.22250,0.8
1.0,1.519,1.9
9.0,1.709,1.3
1.0,1.0195,1.1
1.0,0.99799,1.2
1.0,0.8685,1.0
0.0,1.18000,0.7
0.0,1.1075,1.1
2.0,1.15,0.6
0.0,1.204,0.8
1.0,1.4265,1.7
2.0,1.238,1.2
3.0,1.5315,1.9
1.0,1.0905,0.9
2.0,1.473,1.5
3.0,2.48395,2.9
1.0,1.86,2.0
2.0,2.05249,2.4
0.0,2.3605,2.1
2.0,1.44749,2.1
2.0,1.2815,1.5
0.0,1.3805,1.5
1.0,1.07900,0.6
0.0,0.76299,0.4
3.0,1.482,1.5
3.0,1.397,2.4
0.0,1.1135,1.2
0.0,0.87750,1.0
0.0,1.05450,0.9
0.0,1.0665,0.7
2.0,1.72050,1.2
1.0,1.2905,1.2
1.0,1.18300,1.4
2.0,1.6835,1.7
3.0,1.318,1.1
2.0,2.6555,1.9
0.0,1.158,1.1
3.0,1.034,0.9
0.0,0.93499,1.2
0.0,1.55,1.5
0.0,0.86299,0.8
0.0,0.813,1.0
0.0,1.5795,1.1
1.0,1.054,0.9
1.0,1.607,2.0
2.0,1.082,1.5
1.0,0.959,0.6
0.0,1.661,0.8
5.0,1.518,1.2
0.0,1.3465,1.5
2.0,1.0825,1.3
0.0,1.1195,1.5
0.0,1.4085,1.7
1.0,1.56998,1.8
2.0,1.38200,1.4
3.0,1.35249,1.8
0.0,1.98499,2.0
0.0,1.435,1.3
1.0,0.86449,0.5
4.0,1.184,0.6
1.0,0.94149,1.0
0.0,1.058,1.5
1.0,0.977,1.4
0.0,1.14150,0.7
1.0,1.298,1.5
3.0,1.402,0.7
1.0,1.698,1.6
1.0,1.48099,1.5
1.0,1.1075,1.2
1.0,1.00300,0.9
1.0,1.159,0.8
3.0,1.199,1.4
3.0,1.97250,2.1
2.0,2.23950,1.9
3.0,1.65098,1.6
2.0,1.05598,1.4
3.0,2.10850,2.0
2.0,0.6795,0.8
0.0,1.18950,0.7
1.0,1.499,1.8
0.0,1.4865,1.6
1.0,1.17898,1.2
0.0,0.992,1.3
2.0,1.40600,1.7
1.0,1.149,1.0
2.0,1.361,0.9
1.0,1.575,0.8
0.0,1.21850,1.0
1.0,1.22450,1.5
0.0,0.89250,1.0
1.0,1.81900,1.9
1.0,1.5005,1.5
1.0,1.192,1.3
1.0,0.868,1.1
3.0,1.3105,1.6
1.0,1.5665,1.3
1.0,1.1055,0.4
2.0,1.68049,2.2
3.0,2.27949,2.3
3.0,1.1685,1.2
3.0,1.5305,1.8
1.0,0.91750,0.8
0.0,1.0305,1.0
1.0,1.02,1.1
1.0,1.4415,0.8
5.0,1.3775,1.7
0.0,1.049,0.8
0.0,0.951,1.1
1.0,1.2965,0.9
0.0,1.1445,0.3
1.0,2.2035,1.7
1.0,1.2405,1.8
0.0,1.16249,1.0
2.0,1.66000,1.5
4.0,1.6395,2.8
1.0,1.174,0.8
1.0,1.456,1.6
2.0,0.90850,1.1
0.0,1.44250,1.5
2.0,1.22899,1.3
1.0,1.611,2.3
2.0,0.97349,1.1
1.0,1.1385,1.1
2.0,1.4955,1.5
2.0,1.46050,2.0
0.0,1.796,1.7
4.0,1.56697,1.4
1.0,1.49250,1.9
4.0,2.2545,2.0
4.0,1.4265,1.4
3.0,0.9545,0.9
3.0,1.10399,0.8
1.0,1.1425,0.8
2.0,1.25598,0.7
0.0,1.26800,1.3
4.0,1.2645,1.5
2.0,1.6425,0.7
1.0,0.78950,0.8
2.0,1.6115,1.4
2.0,1.589,2.4
2.0,2.075,1.8
1.0,1.516,1.9
2.0,1.6,1.0
1.0,0.7515,0.8
1.0,1.43950,1.7
2.0,1.80798,1.8
1.0,0.9845,0.9
1.0,0.994,1.2
2.0,0.93399,0.8
0.0,1.012,0.6
0.0,1.592,1.5
0.0,1.0875,1.7
1.0,1.5825,1.8
2.0,1.098,1.1
2.0,1.17449,1.0
1.0,1.452,1.8
1.0,1.07550,1.1
2.0,1.7155,2.1
2.0,1.5845,2.0
3.0,1.46650,1.2
0.0,1.283,1.6
3.0,1.342,1.6
1.0,1.58750,1.6
3.0,1.217,1.0
1.0,1.4245,2.0
1.0,1.402,1.7
1.0,1.3485,1.8
2.0,1.44349,1.3
1.0,1.39849,0.9
2.0,1.34399,1.4
4.0,1.16,0.6
0.0,1.0055,1.1
0.0,1.862,1.8
1.0,1.2315,1.5
3.0,1.7975,1.5
2.0,2.075,1.9
1.0,1.29850,1.0
0.0,1.7685,2.2
1.0,1.399,1.7
1.0,1.384,1.8
0.0,1.54749,1.5
1.0,1.05349,0.5
3.0,2.3515,2.0
0.0,1.192,2.1
2.0,2.432,3.1
1.0,1.734,1.8
2.0,1.0025,1.1
1.0,1.87399,2.7
5.0,2.768,2.3
0.0,1.63500,1.4
0.0,1.62600,1.4
2.0,1.029,1.2
2.0,1.177,1.3
2.0,1.3685,2.0
1.0,1.62600,1.8
2.0,2.394,2.7
3.0,1.486,1.7
2.0,0.93900,0.5
0.0,2.033,1.0
2.0,1.2485,1.0
1.0,0.91999,1.0
1.0,0.98999,1.0
1.0,2.0655,2.3
6.0,1.5685,1.8
2.0,0.8955,0.9
1.0,1.38200,1.8
0.0,1.2115,1.4
1.0,1.26500,1.9
0.0,1.1875,1.0
0.0,1.2585,1.3
1.0,1.387,1.1
1.0,1.09500,1.4
0.0,1.04700,1.1
3.0,1.29949,1.2
0.0,1.80949,2.6
2.0,1.2755,1.5
2.0,1.65,1.9
1.0,1.472,1.5
1.0,1.108,1.3
2.0,1.57049,2.1
1.0,1.3805,1.6
1.0,1.23450,1.5
0.0,1.0805,1.5
2.0,1.8725,2.0
4.0,1.5525,1.2
0.0,1.0165,1.3
1.0,1.364,1.6
0.0,0.89350,0.5
2.0,1.03700,0.6
2.0,1.1735,1.5
1.0,1.456,1.8
0.0,1.61150,1.7
1.0,0.8805,1.3
4.0,1.3615,1.0
0.0,1.479,1.7
0.0,1.457,1.9
2.0,1.8235,1.8
4.0,1.25149,1.1
0.0,1.3535,1.8
0.0,1.1605,1.2
1.0,1.5485,2.0
1.0,1.4665,2.5
2.0,1.1595,1.0
3.0,1.598,2.0
1.0,1.0115,1.2
1.0,1.517,1.6
3.0,2.20200,2.9
2.0,2.491,1.9
0.0,1.201,1.0
0.0,1.327,1.6
1.0,1.5965,2.7
0.0,0.93450,1.2
1.0,0.94800,1.1
0.0,0.8875,0.8
0.0,1.5115,2.1
1.0,1.4875,1.3
2.0,1.6095,2.1
1.0,1.163,1.3
1.0,1.1185,1.3
2.0,2.061,2.4
3.0,2.2085,2.6
3.0,1.99250,1.8
2.0,1.72699,2.0
1.0,0.7985,0.7
3.0,1.93149,1.5
2.0,1.025,1.1
0.0,1.291,1.3
1.0,1.1225,1.3
0.0,0.82549,0.4
1.0,1.0805,1.2
2.0,1.25749,1.7
5.0,1.95650,1.8
0.0,1.3095,1.1
0.0,0.92099,1.1
0.0,1.7055,1.7
0.0,1.1595,0.9
1.0,1.359,1.1
2.0,1.39400,1.7
2.0,1.16200,0.5
2.0,1.81350,2.1
2.0,1.401,1.2
3.0,2.8175,3.7
3.0,1.31,1.6
0.0,1.0435,0.9
1.0,1.032,0.6
1.0,2.307,2.3
0.0,1.1255,1.2
2.0,1.1785,1.1
1.0,1.1055,1.2
2.0,0.9955,1.1
0.0,1.04050,1.1
2.0,1.48099,0.9
2.0,1.1785,1.4
3.0,1.27900,1.5
0.0,1.5505,1.7
2.0,1.081,1.0
1.0,1.40100,2.1
1.0,0.9625,0.9
0.0,0.9715,1.0
1.0,1.0625,1.1
1.0,1.01949,1.3
1.0,1.4695,2.0
2.0,1.24499,0.9
1.0,1.05,0.9
1.0,1.39249,1.8
2.0,1.4945,1.9
1.0,1.24899,1.3
0.0,1.472,0.9
1.0,1.5195,1.4
1.0,1.26900,1.3
1.0,1.31450,1.2
1.0,1.0925,0.6
0.0,1.26000,1.3
2.0,1.672,2.1
0.0,0.738,1.0
0.0,1.2065,1.5
3.0,1.4675,1.0
2.0,0.8975,1.2
1.0,1.33700,1.9
3.0,1.395,1.7
1.0,1.055,0.8
1.0,1.22,1.1
2.0,0.943,1.2
2.0,1.003,1.2
0.0,0.93499,0.7
2.0,0.8705,0.8
0.0,1.42649,2.0
1.0,0.9715,1.0
0.0,1.33599,1.7
0.0,1.0465,1.0
1.0,0.99050,0.9
2.0,1.64400,1.2
3.0,0.90400,1.0
0.0,1.53149,1.4
3.0,1.232,0.8
3.0,1.636,2.1
0.0,1.256,1.1
0.0,0.87650,0.9
2.0,1.364,1.8
1.0,1.21949,0.7
0.0,1.0705,1.1
2.0,1.295,1.6
1.0,1.51549,1.4
1.0,1.044,1.5
0.0,2.098,1.5
3.0,1.145,1.2
2.0,1.79796,1.9
0.0,1.579,2.3
1.0,1.4635,1.8
0.0,1.0205,1.1
1.0,1.407,1.6
1.0,0.679,1.0
2.0,1.088,1.1
1.0,1.49850,1.6
0.0,1.652,1.6
3.0,1.36,1.4
2.0,0.952,0.7
1.0,1.0825,0.7
3.0,1.39898,1.5
2.0,1.55500,1.9
1.0,0.9795,1.0
0.0,1.4775,1.1
4.0,1.3215,1.7
0.0,0.993,1.0
1.0,1.11900,1.2
0.0,1.33850,1.7
0.0,0.95600,1.0
2.0,1.43000,1.1
4.0,1.18,1.6
0.0,0.92599,0.8
0.0,1.251,1.1
1.0,1.63649,1.6
4.0,1.55500,1.6
0.0,1.4155,1.9
3.0,0.9195,0.6
1.0,0.9925,1.3
4.0,1.3945,1.6
0.0,1.496,1.2
3.0,2.0695,2.4
3.0,2.05,2.3
4.0,1.69600,1.8
4.0,2.1695,2.1
0.0,1.42449,1.8
2.0,1.03700,0.6
3.0,1.60049,1.6
0.0,0.97249,0.6
1.0,1.371,1.4
1.0,1.38249,2.0
1.0,1.346,2.3
0.0,1.194,1.4
0.0,2.4115,2.7
3.0,1.577,2.1
1.0,1.3035,1.9
0.0,1.13249,1.0
2.0,2.5215,2.0
4.0,2.65500,3.1
1.0,2.73350,2.4
0.0,1.137,1.1
3.0,1.277,1.3
3.0,1.2555,1.6
0.0,1.816,1.4
1.0,0.9285,0.9
2.0,1.25300,1.5
2.0,1.576,1.5
2.0,1.265,0.3
2.0,1.4405,1.2
1.0,1.49499,1.6
2.0,1.06950,1.6
0.0,1.3725,1.1
1.0,1.864,1.9
2.0,1.37350,1.4
0.0,2.30050,2.2
1.0,1.33700,0.7
1.0,1.12049,1.1
0.0,1.5535,1.3
3.0,1.4125,1.1
2.0,0.91799,0.8
0.0,1.06,1.2
1.0,1.478,0.8
1.0,1.69349,0.7
1.0,2.01897,0.8
3.0,2.20797,2.0
1.0,1.5435,2.2
2.0,1.68896,1.8
1.0,0.83949,0.9
1.0,1.1935,1.2
1.0,1.144,1.1
0.0,1.38200,1.5
1.0,1.07250,0.6
2.0,1.48850,1.7
3.0,1.72096,1.2
1.0,0.81199,0.4
2.0,1.0675,0.8
1.0,0.93599,1.2
2.0,1.2355,1.4
0.0,1.076,1.0
1.0,1.435,2.0
2.0,1.1175,1.3
3.0,1.48450,2.0
3.0,3.0305,2.4
1.0,0.85749,0.8
0.0,1.133,1.3
1.0,1.04149,1.1
1.0,1.5265,2.2
3.0,1.1065,0.9
2.0,1.538,1.8
2.0,1.192,1.2
3.0,0.9865,0.9
2.0,1.393,1.0
2.0,1.527,1.5
0.0,1.3845,1.9
2.0,1.2825,1.5
2.0,1.197,1.4
3.0,2.5305,2.8
1.0,1.2305,1.0
2.0,1.1035,1.1
1.0,1.2305,0.9
1.0,1.68150,2.2
1.0,1.32649,1.8
1.0,1.03949,1.0
0.0,1.541,1.4
0.0,0.892,1.2
4.0,1.233,1.1
1.0,1.3915,1.5
2.0,0.93400,0.9
0.0,0.76499,0.2
1.0,1.052,1.2
3.0,1.9575,1.8
2.0,1.41149,1.5
0.0,1.871,1.7
0.0,1.7305,1.8
0.0,1.14849,1.0
2.0,0.8365,0.4
1.0,0.93599,1.2
3.0,1.1795,1.2
0.0,0.96549,0.9
0.0,1.67749,1.4
0.0,1.5265,1.8
2.0,1.1185,1.1
0.0,1.5905,2.5
0.0,2.28000,2.3
2.0,1.44549,1.3
3.0,0.86400,0.5
1.0,1.084,1.2
1.0,1.435,1.4
4.0,1.314,1.5
3.0,0.877,0.9
0.0,0.89249,1.1
0.0,1.36750,1.5
2.0,1.262,1.1
2.0,1.2395,1.1
1.0,1.263,0.6
1.0,1.29598,1.1
1.0,1.241,0.5
1.0,1.171,0.9
4.0,1.37649,1.2
1.0,1.45650,1.7
2.0,2.447,2.2
3.0,1.588,2.1
2.0,1.7215,1.8
1.0,1.215,1.2
1.0,1.472,1.7
5.0,2.76400,3.7
2.0,1.67800,1.7
1.0,1.26149,1.6
5.0,1.402,1.4
0.0,1.90049,1.8
3.0,1.94498,2.2
1.0,1.242,1.3
1.0,1.3285,1.6
1.0,0.83149,0.5
3.0,1.0845,0.9
2.0,1.18098,1.4
2.0,1.5485,2.3
4.0,2.107,2.0
0.0,0.873,1.0
0.0,1.19400,1.3
1.0,1.4275,1.7
0.0,1.841,1.9
0.0,1.3875,1.5
0.0,1.35550,0.9
2.0,1.2215,1.5
3.0,1.4545,1.9
1.0,1.56149,1.2
1.0,1.001,1.3
1.0,1.25050,1.7
1.0,1.62049,2.2
0.0,1.0865,0.9
1.0,1.014,1.2
2.0,0.95849,1.3
2.0,1.7515,2.2
1.0,2.13800,2.4
0.0,0.9235,1.1
0.0,0.88799,1.4
0.0,1.275,2.0
0.0,1.2655,1.7
2.0,2.154,2.3
0.0,1.10150,0.7
1.0,1.346,1.5
0.0,1.064,1.2
0.0,1.049,1.3
1.0,1.2685,2.0
3.0,1.301,1.4
3.0,1.7155,1.9
1.0,1.82049,1.6
1.0,0.87250,0.8
2.0,0.98949,1.3
4.0,1.379,1.6
2.0,1.11049,1.2
1.0,2.1275,2.5
1.0,1.13950,1.2
1.0,1.2375,0.9
3.0,2.119,2.8
1.0,1.71699,1.9
2.0,0.98849,1.2
2.0,1.4675,1.7
1.0,0.88950,0.8
1.0,1.523,1.4
2.0,2.103,1.8
4.0,1.319,2.1
1.0,1.488,1.8
1.0,1.011,0.9
3.0,2.348,2.0
0.0,0.99149,0.8
1.0,1.3215,1.7
4.0,2.443,2.3
3.0,1.14600,1.2
3.0,1.1465,1.0
0.0,1.684,1.8
1.0,1.15698,1.9
2.0,1.4735,0.8
0.0,1.569,2.1
0.0,0.96500,0.8
0.0,1.127,0.8
3.0,1.293,1.6
0.0,1.62449,1.4
2.0,1.44100,1.5
0.0,1.27,1.5
2.0,1.253,1.0
5.0,2.17449,2.4
1.0,1.02450,1.4
1.0,2.25100,1.9
0.0,1.06350,0.9
1.0,0.868,0.7
1.0,1.226,0.9
1.0,0.893,0.9
1.0,1.41849,1.2
1.0,0.985,0.6
1.0,1.29798,1.1
2.0,1.391,1.4
0.0,1.1625,1.0
1.0,1.531,1.3
0.0,1.049,1.1
2.0,1.3405,1.4
1.0,1.5505,2.2
0.0,1.262,1.2
1.0,1.64,1.7
3.0,1.56,1.4
2.0,1.58150,2.0
1.0,1.4635,1.0
1.0,1.06750,1.0
1.0,1.035,0.8
2.0,1.0075,1.0
1.0,2.127,2.3
3.0,1.64,2.0
2.0,1.155,0.8
1.0,1.62950,1.6
0.0,1.0645,1.1
1.0,1.367,0.4
2.0,1.211,1.2
1.0,1.3305,1.7
0.0,2.091,1.3
0.0,0.833,0.6
0.0,1.22,0.7
2.0,1.467,2.0
2.0,1.067,1.3
2.0,1.5185,1.6
1.0,1.25050,1.6
2.0,1.025,1.6
0.0,1.0045,0.6
0.0,1.05,1.7
1.0,0.923,1.2
1.0,1.23400,1.0
6.0,1.91200,2.2
3.0,1.1815,1.1
2.0,0.705,1.1
3.0,1.214,1.5
2.0,1.169,1.0
0.0,1.246,1.1
2.0,1.83750,1.7
2.0,1.55998,1.1
2.0,1.17649,1.3
2.0,1.11900,1.1
3.0,1.1205,0.7
1.0,2.22200,0.8
0.0,1.0105,1.0
1.0,1.39300,1.3
3.0,2.36000,2.2
3.0,1.4435,1.5
0.0,1.026,0.8
1.0,1.4705,1.1
1.0,0.786,0.9
0.0,1.8255,1.9
4.0,2.5795,3.4
0.0,1.521,2.2
1.0,1.709,2.0
2.0,1.40649,1.6
1.0,1.28798,1.1
2.0,1.03900,1.0
0.0,1.43898,1.6
0.0,1.151,1.2
0.0,1.152,1.2
1.0,1.176,0.6
1.0,1.0695,1.0
1.0,1.43049,1.8
0.0,1.69498,1.4
1.0,1.3395,1.9
1.0,1.5675,1.9
2.0,1.3355,1.0
0.0,1.402,1.8
0.0,1.1695,1.0
1.0,1.171,1.4
2.0,1.1475,1.2
3.0,1.612,1.6
0.0,1.04749,0.9
0.0,0.82400,0.8
1.0,1.207,1.2
