'goals','hat_y_g','hat_y_xG'
0.0,1.4625,1.3
0.0,1.5915,0.9
1.0,1.70949,2.1
2.0,1.58149,2.1
1.0,1.7925,1.3
1.0,1.3025,1.0
2.0,1.2695,1.6
0.0,1.14950,1.8
1.0,1.15649,1.5
0.0,1.66400,1.2
3.0,1.01549,0.6
2.0,1.4845,1.4
2.0,1.282,1.5
0.0,1.1595,1.3
0.0,1.55398,0.9
0.0,1.04050,0.8
1.0,1.68449,1.7
1.0,1.1395,0.9
5.0,2.119,1.8
0.0,1.058,1.1
1.0,1.3265,1.6
1.0,1.0215,1.2
2.0,1.4045,1.4
1.0,1.23850,0.8
1.0,1.65049,1.7
1.0,1.3415,0.7
0.0,1.463,1.2
1.0,1.30500,1.5
0.0,1.43698,1.2
1.0,2.237,2.7
2.0,1.05650,0.9
4.0,1.80398,1.9
3.0,1.45250,1.7
1.0,1.794,2.3
0.0,1.68000,1.6
1.0,1.1795,0.7
2.0,1.537,1.6
3.0,2.44795,2.5
2.0,1.1635,1.3
2.0,1.221,2.0
0.0,1.623,2.0
2.0,2.18149,2.1
1.0,1.62199,1.8
1.0,1.8775,2.4
1.0,1.475,1.9
4.0,1.3645,1.1
2.0,1.9215,2.6
5.0,1.922,2.3
0.0,0.8145,1.1
1.0,1.2965,0.9
1.0,0.983,0.6
2.0,1.159,2.0
3.0,1.38249,2.1
1.0,1.46149,1.7
0.0,1.36750,1.7
1.0,1.039,0.9
1.0,1.006,0.9
0.0,1.32198,1.5
0.0,1.059,1.5
0.0,1.7835,2.1
0.0,1.5225,1.1
1.0,1.113,1.0
4.0,1.797,1.9
0.0,1.1995,0.9
0.0,1.46200,1.7
0.0,1.21150,1.4
1.0,1.339,1.7
1.0,1.37199,1.2
1.0,1.3,1.9
1.0,1.12298,1.3
0.0,1.47250,1.1
0.0,1.2015,1.4
2.0,1.5805,1.4
2.0,1.124,0.7
3.0,1.3365,1.8
2.0,1.9965,2.0
2.0,1.52049,1.4
2.0,1.3255,1.4
0.0,1.07550,1.2
0.0,1.28998,1.3
0.0,1.14,0.9
1.0,1.042,0.7
2.0,1.2305,0.8
0.0,1.1775,0.6
5.0,2.2495,1.8
1.0,1.79350,1.4
0.0,0.99899,1.1
3.0,1.85149,1.4
3.0,1.6765,2.4
3.0,1.35698,1.4
3.0,1.04349,1.3
1.0,2.7215,3.0
3.0,1.35100,1.4
1.0,1.2955,1.4
1.0,1.176,0.9
3.0,1.2105,1.2
0.0,1.3925,1.8
1.0,1.4895,1.1
0.0,0.98900,1.0
1.0,1.1585,1.2
0.0,0.833,0.9
2.0,1.24550,1.7
1.0,1.1545,1.3
1.0,1.266,1.6
1.0,2.07749,1.9
0.0,1.211,0.8
1.0,1.4045,1.4
1.0,1.426,1.5
2.0,1.7035,1.0
0.0,1.1195,1.1
1.0,1.58350,2.1
0.0,1.198,1.1
0.0,1.39750,1.9
0.0,1.68449,1.4
1.0,1.6085,1.6
3.0,1.4615,1.5
3.0,1.19450,1.4
1.0,1.6095,1.6
1.0,1.358,1.9
2.0,1.709,1.7
1.0,2.2505,2.6
1.0,1.50800,1.1
4.0,2.318,1.7
0.0,1.31249,1.2
2.0,1.1415,1.5
1.0,1.59,1.5
1.0,0.84749,0.6
4.0,1.26450,1.7
1.0,2.2735,2.9
2.0,1.317,1.4
1.0,1.612,1.1
1.0,3.1625,2.9
1.0,1.123,1.3
2.0,1.03149,1.1
2.0,2.21500,2.4
3.0,1.77598,2.6
1.0,1.44498,2.0
3.0,2.059,2.5
3.0,1.1595,0.9
1.0,1.1585,1.7
1.0,1.0955,0.9
0.0,1.07550,1.0
3.0,1.29449,1.7
2.0,1.37399,1.3
0.0,0.8995,1.5
1.0,0.97250,0.9
0.0,1.30749,1.0
0.0,1.11649,1.1
2.0,1.0085,1.6
2.0,1.395,1.5
2.0,1.115,1.3
0.0,1.565,1.5
1.0,1.536,1.3
4.0,2.441,2.6
4.0,1.55650,1.3
3.0,3.446,3.6
2.0,1.63449,1.9
1.0,1.41449,0.9
1.0,1.9015,2.4
5.0,1.97749,2.4
3.0,1.0275,1.2
2.0,1.7075,2.1
1.0,1.53349,2.2
0.0,1.7465,1.5
0.0,1.84749,1.7
0.0,1.124,1.3
2.0,0.98500,0.9
4.0,1.2525,1.4
1.0,1.1795,1.4
4.0,1.4695,1.4
2.0,1.073,1.2
0.0,1.0715,1.4
3.0,1.75250,1.3
2.0,0.93399,0.6
1.0,1.16949,1.3
2.0,1.93397,1.9
1.0,1.29900,0.9
1.0,1.586,1.6
1.0,1.23499,1.3
0.0,1.013,0.4
3.0,1.96099,2.3
1.0,1.207,1.2
1.0,1.17898,1.4
1.0,1.1685,1.5
0.0,1.058,1.7
2.0,1.097,2.0
1.0,1.89749,2.7
0.0,1.0605,1.2
2.0,1.1025,0.8
1.0,1.0225,1.1
1.0,1.107,1.4
2.0,2.2465,2.9
1.0,1.02300,1.4
5.0,1.78949,1.6
3.0,1.48250,1.6
2.0,0.9635,0.7
1.0,1.48499,1.5
0.0,2.012,1.5
7.0,2.64797,3.3
1.0,1.1905,1.7
0.0,1.301,1.0
1.0,1.77450,2.0
4.0,1.691,1.3
0.0,1.09950,1.6
1.0,0.99749,0.9
3.0,1.8755,2.0
0.0,1.971,2.7
3.0,1.19,1.5
3.0,1.94000,2.0
2.0,1.8115,2.1
3.0,1.381,1.8
0.0,1.5125,1.2
4.0,0.9875,1.0
1.0,1.431,1.7
1.0,1.83850,2.0
1.0,0.8195,0.7
1.0,1.0525,1.1
2.0,1.68449,1.0
2.0,1.275,1.1
2.0,1.70949,1.7
1.0,1.16449,0.6
1.0,2.398,2.6
2.0,1.7625,2.0
2.0,1.5255,1.0
1.0,1.6915,2.1
2.0,1.1215,2.0
3.0,1.65049,0.8
2.0,1.1885,1.0
0.0,1.616,1.5
4.0,0.96299,0.9
0.0,0.92600,0.9
4.0,2.0685,2.1
0.0,1.27,1.9
1.0,2.136,2.7
1.0,1.39849,1.3
3.0,1.7605,1.1
2.0,1.92000,2.4
3.0,1.75598,1.6
1.0,1.2295,1.7
0.0,1.067,1.4
2.0,1.1115,1.3
1.0,0.99050,0.6
2.0,1.96100,1.7
0.0,1.1195,1.0
0.0,1.31950,1.1
3.0,1.5655,1.1
2.0,1.6435,1.8
0.0,1.3645,1.3
1.0,1.954,2.4
4.0,1.99050,1.9
2.0,1.37350,1.8
2.0,1.3555,1.0
1.0,1.74149,2.1
1.0,1.50149,1.9
2.0,1.44349,1.3
2.0,1.326,1.9
1.0,1.6215,2.2
2.0,1.61550,1.8
2.0,2.01700,1.8
1.0,1.40750,1.5
2.0,1.5315,1.4
2.0,1.8785,2.4
0.0,1.497,2.0
1.0,1.07798,1.5
2.0,1.28949,1.1
1.0,1.62399,1.4
0.0,1.48850,1.6
0.0,0.81199,0.9
3.0,1.42200,1.1
1.0,1.218,0.9
0.0,1.26000,0.9
0.0,1.009,1.8
1.0,1.564,1.1
0.0,1.7815,2.1
1.0,1.29700,1.2
0.0,1.101,1.3
3.0,1.8445,1.8
1.0,2.118,2.5
1.0,1.51500,1.4
2.0,1.03949,0.8
2.0,0.98899,1.0
0.0,0.982,1.3
1.0,0.92949,0.8
1.0,1.3725,1.0
0.0,1.374,0.6
1.0,1.53050,1.3
3.0,1.5035,1.5
0.0,1.29050,1.2
0.0,1.1475,1.4
0.0,1.185,1.6
2.0,1.2145,1.5
2.0,0.9535,0.6
1.0,1.45050,1.5
4.0,1.308,0.9
0.0,1.07798,1.6
1.0,1.47099,1.6
2.0,1.406,0.9
2.0,1.8595,1.9
4.0,1.354,1.7
1.0,1.954,3.1
3.0,1.372,1.7
0.0,1.89698,2.1
2.0,1.9705,1.8
1.0,1.2225,1.3
2.0,1.3695,1.3
0.0,1.09950,1.3
1.0,1.3395,0.8
1.0,1.1645,1.0
1.0,1.4665,2.1
2.0,1.61700,1.3
1.0,1.484,2.5
4.0,1.41000,2.0
2.0,1.08,0.7
0.0,1.4795,0.7
2.0,1.5195,1.9
0.0,1.7645,1.8
2.0,1.51,1.9
4.0,1.96150,2.1
1.0,1.5055,2.0
1.0,1.29700,1.6
0.0,1.85600,2.3
1.0,1.0535,1.1
4.0,2.33850,2.5
0.0,1.246,1.8
1.0,1.337,0.8
1.0,1.29649,0.9
1.0,1.3115,1.0
1.0,1.70250,2.0
0.0,1.008,0.8
0.0,1.419,0.9
3.0,2.2675,2.1
1.0,1.115,1.5
1.0,1.92898,2.7
1.0,1.246,1.9
2.0,1.653,1.8
0.0,1.404,1.9
1.0,1.1445,1.1
0.0,2.0355,2.6
2.0,1.4095,1.1
1.0,2.037,2.1
0.0,1.011,0.9
0.0,0.9945,0.9
1.0,1.5335,2.0
2.0,1.4425,1.7
0.0,1.31750,1.2
1.0,1.4275,1.7
1.0,1.92597,2.3
0.0,1.83,1.6
0.0,2.1285,2.0
0.0,0.759,1.1
0.0,1.043,1.2
0.0,1.325,0.9
0.0,1.63150,1.6
1.0,1.7345,2.1
1.0,1.8445,1.8
1.0,1.43600,0.9
0.0,1.80100,1.8
3.0,1.74000,1.1
2.0,0.94149,0.7
0.0,1.458,1.2
0.0,1.0515,1.3
3.0,1.1365,1.3
0.0,1.4395,1.5
4.0,1.052,1.3
2.0,1.06550,1.2
2.0,0.9355,0.6
0.0,1.38449,1.5
0.0,1.9225,1.9
0.0,2.052,1.8
2.0,1.0745,1.2
3.0,1.3775,2.0
0.0,1.29649,0.6
0.0,1.50100,1.0
1.0,1.7465,1.9
0.0,1.61550,2.0
2.0,1.1775,1.0
1.0,1.5595,1.7
0.0,2.105,2.7
1.0,1.22450,1.0
2.0,1.04349,1.2
4.0,1.45498,1.5
2.0,1.2825,1.2
1.0,1.6565,1.8
1.0,1.0355,0.2
1.0,1.197,0.8
1.0,1.342,1.0
1.0,1.2715,1.4
4.0,1.671,1.4
0.0,1.3115,1.0
4.0,1.55798,1.7
2.0,1.1645,0.7
0.0,1.36799,1.6
1.0,1.9985,2.5
3.0,1.1135,0.9
3.0,1.187,1.4
1.0,1.6865,1.6
0.0,1.08700,1.5
2.0,1.5345,1.4
4.0,2.925,2.3
3.0,1.36799,1.8
0.0,1.3865,1.6
0.0,1.91149,2.1
1.0,2.5525,2.2
1.0,1.9805,2.0
0.0,2.0935,2.2
1.0,1.183,1.3
3.0,1.225,1.1
0.0,1.59399,1.4
5.0,1.551,2.0
0.0,1.341,1.1
1.0,1.4725,1.5
1.0,1.1855,1.9
4.0,1.3995,1.0
3.0,1.5115,1.8
1.0,1.327,1.1
1.0,1.46450,2.5
2.0,1.704,2.0
2.0,1.3795,1.3
2.0,1.7345,2.0
2.0,1.1975,1.5
1.0,1.27300,1.9
2.0,1.017,1.4
2.0,1.741,1.5
2.0,2.1265,3.0
2.0,1.407,2.0
0.0,1.24050,0.9
3.0,1.542,2.0
0.0,1.143,1.9
0.0,1.342,1.0
2.0,1.642,2.1
1.0,1.574,1.9
2.0,1.549,2.2
1.0,1.08850,1.1
1.0,1.28949,1.9
3.0,1.5655,1.1
1.0,1.02349,1.7
4.0,1.60599,2.0
3.0,1.1455,1.3
3.0,1.254,1.4
0.0,1.032,1.1
2.0,1.7835,1.6
1.0,0.99599,0.8
2.0,1.2305,0.8
3.0,1.70298,1.3
1.0,1.861,2.0
1.0,1.5535,1.2
0.0,1.196,1.2
0.0,1.34799,1.8
2.0,1.652,1.6
1.0,1.80998,1.5
0.0,1.2635,1.4
2.0,1.91700,2.6
2.0,1.17249,1.7
2.0,0.89850,1.2
1.0,1.11649,1.1
0.0,1.123,1.6
3.0,1.4355,1.7
1.0,1.052,1.0
0.0,1.0965,1.5
1.0,1.05300,1.0
5.0,2.172,2.6
3.0,1.9355,2.1
0.0,1.4815,1.1
0.0,1.07550,1.5
3.0,1.47650,1.2
1.0,1.412,1.4
1.0,0.9395,0.8
2.0,0.96299,1.1
0.0,1.32998,1.7
1.0,1.47600,1.3
3.0,1.38500,1.7
1.0,1.41400,1.3
1.0,1.2045,1.3
3.0,1.916,2.3
1.0,1.246,1.1
0.0,1.13,1.2
1.0,1.9035,2.6
1.0,1.1785,0.8
1.0,1.1765,1.4
0.0,2.396,2.1
0.0,1.0215,0.9
2.0,1.72250,1.3
2.0,0.866,0.7
1.0,1.59,1.4
2.0,2.48449,2.4
1.0,1.546,0.7
0.0,1.1535,2.0
2.0,1.15649,1.4
2.0,1.27349,1.9
0.0,1.125,1.6
0.0,1.11049,1.3
1.0,1.1025,1.5
1.0,1.61799,1.8
1.0,1.2445,1.2
1.0,1.80500,1.4
3.0,1.886,2.2
0.0,1.185,1.1
1.0,2.0045,1.8
0.0,1.20550,1.0
0.0,2.114,2.4
1.0,1.11799,0.9
0.0,1.099,0.7
1.0,1.24050,1.6
6.0,2.227,2.5
1.0,1.1575,1.8
2.0,1.574,1.3
3.0,3.57150,3.0
0.0,1.439,1.7
1.0,1.45050,1.8
1.0,1.391,1.9
0.0,1.2635,1.3
4.0,1.377,2.4
1.0,1.71300,1.6
1.0,1.39950,1.6
0.0,1.34399,1.5
2.0,1.237,1.8
2.0,1.5725,1.2
1.0,1.173,1.1
2.0,1.7625,1.7
0.0,1.8925,2.4
4.0,1.205,0.9
3.0,1.4745,1.9
1.0,1.081,1.2
0.0,1.3315,2.3
1.0,1.6745,2.1
1.0,1.32049,1.9
0.0,1.50598,1.8
2.0,1.4285,1.4
1.0,1.2975,1.9
0.0,1.89,1.8
4.0,1.16449,1.2
1.0,1.725,1.9
2.0,1.4985,1.4
1.0,1.95650,2.3
0.0,1.16298,0.9
3.0,1.241,1.6
1.0,1.3005,1.8
1.0,1.17950,1.0
1.0,1.409,1.5
4.0,1.4035,1.2
2.0,1.659,2.1
0.0,1.492,0.8
2.0,1.69050,1.6
3.0,1.794,1.6
0.0,1.2435,1.8
2.0,1.2275,1.3
1.0,1.128,0.8
1.0,1.1025,1.4
1.0,1.53949,2.4
0.0,1.0135,0.9
1.0,1.522,1.5
3.0,1.009,0.8
1.0,1.3395,1.1
3.0,1.7505,1.4
0.0,1.4745,1.3
2.0,1.00500,0.7
1.0,1.13898,1.5
1.0,1.69750,1.4
2.0,1.693,1.9
1.0,1.3525,1.7
3.0,1.763,1.8
2.0,0.80149,0.8
1.0,1.11049,1.3
1.0,2.0295,2.8
1.0,1.3185,1.0
3.0,1.09350,1.2
1.0,1.22699,0.8
1.0,1.86649,2.2
2.0,1.63650,1.6
0.0,1.63349,2.0
2.0,1.5095,1.5
1.0,1.489,1.4
1.0,1.1915,1.7
1.0,1.325,1.7
0.0,1.94400,1.7
0.0,1.501,1.8
0.0,1.17749,0.6
1.0,1.44400,1.8
2.0,1.5265,1.3
0.0,1.0275,1.6
0.0,1.0255,1.1
2.0,1.551,1.4
3.0,1.3245,1.7
2.0,1.18850,1.7
0.0,1.2695,1.9
2.0,1.391,1.3
1.0,1.72600,0.9
0.0,1.112,0.9
4.0,1.69600,2.0
2.0,2.262,2.2
1.0,1.19050,1.1
0.0,1.5745,1.2
3.0,1.3595,1.4
2.0,1.501,1.5
0.0,1.9355,2.4
1.0,1.069,1.0
1.0,1.41550,1.4
2.0,1.4015,2.1
1.0,1.47899,1.5
1.0,1.347,1.3
1.0,0.99750,1.0
0.0,1.42449,1.4
1.0,2.129,2.3
2.0,2.1225,2.5
1.0,1.7395,1.8
1.0,0.92899,1.1
1.0,1.07100,1.7
2.0,1.1225,1.7
0.0,1.7795,1.8
3.0,1.76150,1.6
3.0,1.703,1.8
1.0,2.125,2.1
1.0,1.3405,0.8
1.0,1.3765,1.5
2.0,2.842,2.9
3.0,1.82400,1.8
0.0,1.1345,0.8
2.0,1.025,1.2
1.0,1.4865,1.2
0.0,1.309,0.5
0.0,0.966,0.7
2.0,1.645,1.0
4.0,2.09049,2.0
0.0,1.206,1.2
1.0,0.877,0.9
0.0,1.0295,1.4
1.0,2.10600,2.2
1.0,1.00700,1.5
2.0,1.015,0.8
1.0,0.96300,1.2
0.0,1.3145,1.6
1.0,1.9695,1.8
1.0,1.021,1.7
3.0,1.69050,1.4
1.0,1.0415,1.1
5.0,1.99899,2.2
1.0,1.29850,1.8
1.0,1.92800,1.8
3.0,1.4255,2.1
4.0,1.444,1.9
2.0,1.68098,1.7
1.0,1.466,1.3
3.0,1.70850,2.2
2.0,1.77398,1.8
1.0,2.0425,2.4
1.0,1.3555,1.0
5.0,2.20300,2.2
2.0,1.131,1.4
0.0,0.99449,1.0
2.0,1.098,1.2
0.0,1.40249,1.6
0.0,1.594,1.4
0.0,1.312,1.6
1.0,1.0055,0.7
1.0,1.49149,2.0
2.0,1.688,1.8
3.0,1.623,2.0
1.0,2.06697,1.8
2.0,1.761,2.0
1.0,1.87800,2.1
1.0,1.89549,2.5
0.0,1.2525,0.8
4.0,1.5295,1.7
0.0,1.1555,1.0
1.0,1.20800,0.9
1.0,1.00100,1.2
1.0,1.1475,1.6
1.0,0.75150,1.0
3.0,1.28549,1.6
2.0,1.1735,1.4
1.0,1.1785,1.3
1.0,1.8145,1.9
2.0,1.0195,0.8
2.0,1.439,1.8
5.0,1.233,1.4
3.0,2.4155,2.4
1.0,1.366,0.8
3.0,1.501,1.5
3.0,1.226,1.4
0.0,1.60150,1.1
1.0,1.35100,1.7
0.0,1.0955,1.3
1.0,0.95400,0.7
1.0,2.0265,2.4
2.0,1.123,1.1
1.0,1.63300,1.8
1.0,1.335,1.3
5.0,1.50500,1.9
4.0,2.0195,2.0
3.0,0.999,0.8
1.0,1.4465,1.2
0.0,1.42249,1.7
1.0,1.85649,1.9
2.0,1.3865,0.9
2.0,1.06950,1.5
2.0,1.453,2.0
2.0,1.4125,1.8
4.0,1.75500,1.9
0.0,1.38098,0.6
2.0,1.2625,1.8
2.0,1.198,0.9
1.0,1.54149,1.6
1.0,1.828,2.0
1.0,1.2725,1.2
1.0,1.3085,1.4
1.0,1.151,1.4
2.0,1.28798,1.3
1.0,1.455,1.2
4.0,1.0745,1.5
1.0,1.16200,1.3
0.0,1.3725,1.4
4.0,1.19250,1.6
1.0,1.4965,1.6
3.0,1.732,1.4
1.0,1.8305,1.7
6.0,1.06998,0.6
2.0,1.0435,1.2
3.0,2.392,2.6
1.0,1.56950,1.6
3.0,1.345,1.7
2.0,3.4295,3.0
3.0,1.2145,1.5
6.0,1.7215,1.8
1.0,1.1385,1.1
2.0,2.41549,2.1
1.0,1.18249,0.8
2.0,1.1205,0.7
1.0,1.16400,1.5
0.0,1.274,1.6
1.0,2.033,2.5
1.0,1.957,1.4
1.0,1.326,0.8
1.0,1.42249,1.3
1.0,1.0355,0.9
1.0,1.79700,1.9
3.0,1.39,1.4
5.0,1.3645,2.5
2.0,1.302,1.6
0.0,1.252,1.3
3.0,1.3855,1.8
4.0,1.6875,2.4
3.0,1.95,2.0
1.0,1.238,1.9
3.0,1.208,1.5
4.0,1.3385,1.1
2.0,1.701,1.9
2.0,2.237,1.9
0.0,1.38600,1.0
0.0,1.35150,1.6
1.0,1.0535,1.3
1.0,1.4535,0.7
2.0,1.246,1.4
1.0,1.66700,1.5
1.0,1.2315,1.1
2.0,1.176,0.7
0.0,1.30300,1.6
0.0,2.163,3.0
2.0,1.64898,1.3
2.0,1.514,1.6
1.0,1.131,1.7
1.0,1.81850,1.2
2.0,0.90399,1.1
1.0,2.8485,2.6
3.0,1.4415,1.2
0.0,1.26398,1.6
0.0,0.983,1.1
0.0,1.4645,1.6
4.0,1.4435,1.0
1.0,1.0505,0.9
1.0,1.22450,0.8
3.0,1.568,1.6
1.0,1.175,1.1
3.0,2.04697,2.7
1.0,1.91400,2.4
1.0,1.2395,0.9
1.0,1.054,1.0
0.0,1.5875,1.9
1.0,1.3785,1.0
2.0,1.0325,1.3
1.0,1.15249,1.2
0.0,1.185,1.0
0.0,1.4245,1.6
1.0,1.416,0.8
2.0,1.6195,2.2
4.0,1.16449,1.2
1.0,1.21,1.8
2.0,1.27,1.3
1.0,1.811,1.5
1.0,1.144,1.3
1.0,1.376,1.4
2.0,1.0195,1.0
1.0,1.23549,1.1
2.0,1.319,1.2
2.0,1.72450,1.3
1.0,1.87098,1.5
3.0,1.353,1.5
1.0,0.99,0.3
3.0,1.19600,0.7
2.0,2.169,2.9
1.0,1.05549,1.0
1.0,1.7785,1.2
1.0,0.9295,0.9
1.0,1.0915,1.2
1.0,1.536,1.9
0.0,0.865,0.4
0.0,1.322,1.0
1.0,0.93350,0.8
4.0,1.8125,1.9
0.0,1.21,1.3
1.0,1.4665,1.3
4.0,0.817,0.9
0.0,1.109,1.5
0.0,1.043,1.0
2.0,0.861,1.0
1.0,1.0705,1.1
2.0,1.2325,1.2
2.0,1.3035,2.0
2.0,1.2795,0.9
0.0,1.06998,0.8
2.0,0.95400,0.8
2.0,2.0465,1.9
2.0,1.18049,1.5
0.0,1.3695,2.4
0.0,1.111,1.1
2.0,0.993,1.3
3.0,1.8485,1.5
1.0,0.7635,0.4
1.0,1.84550,1.9
3.0,1.29749,1.1
0.0,1.04449,1.3
1.0,0.90300,1.3
0.0,1.24299,0.9
0.0,1.1215,1.0
0.0,1.02100,0.9
1.0,1.3115,1.3
1.0,1.066,0.8
1.0,1.0,1.3
0.0,0.96649,1.1
1.0,1.33999,1.4
3.0,2.0665,2.4
2.0,1.0595,0.8
0.0,1.39750,1.5
0.0,0.95050,1.2
1.0,0.96,1.2
2.0,2.0095,2.5
1.0,1.0515,1.3
2.0,1.058,1.1
1.0,1.2505,1.7
0.0,1.26100,0.8
1.0,1.128,1.4
2.0,1.3535,1.4
2.0,1.2625,1.4
0.0,1.0385,1.2
4.0,1.124,1.0
3.0,1.304,1.1
1.0,1.3545,1.1
1.0,1.067,1.2
0.0,0.929,1.2
0.0,1.286,1.5
1.0,0.94000,1.2
0.0,1.026,1.0
1.0,1.0855,0.9
0.0,1.0215,1.2
3.0,1.1335,0.7
0.0,0.8465,0.6
3.0,1.11900,1.1
1.0,0.6395,0.5
2.0,1.15,1.4
3.0,1.3775,1.6
0.0,1.686,1.0
2.0,1.0055,1.1
0.0,1.0115,1.1
3.0,1.012,1.1
1.0,1.1935,0.8
1.0,1.489,1.7
1.0,1.201,0.7
2.0,0.83200,1.0
0.0,1.0825,1.3
2.0,1.93300,2.2
3.0,1.59950,2.7
0.0,1.09599,1.2
1.0,1.213,1.6
2.0,1.09150,0.6
3.0,0.8965,1.1
1.0,1.0265,1.1
0.0,0.98349,1.6
0.0,1.34,1.6
3.0,1.3795,1.1
5.0,1.248,1.4
3.0,1.79850,1.2
2.0,0.992,1.4
2.0,0.986,1.1
0.0,0.8145,0.9
3.0,1.811,1.6
2.0,1.2115,1.4
2.0,1.371,1.8
1.0,0.69149,0.6
1.0,0.83249,0.3
1.0,1.877,2.2
2.0,1.27300,1.6
1.0,0.93450,1.4
2.0,1.0815,1.2
3.0,1.4025,1.5
1.0,0.8755,1.1
1.0,1.6515,1.5
2.0,1.0325,1.3
2.0,1.0895,1.0
3.0,1.152,1.5
1.0,1.104,1.2
2.0,1.035,0.8
1.0,1.46899,1.3
0.0,1.157,1.7
1.0,1.04149,1.4
3.0,1.54700,1.6
1.0,0.9685,0.5
0.0,1.3,0.7
1.0,0.8105,0.9
0.0,1.111,1.1
1.0,1.1305,0.9
1.0,0.80399,0.4
1.0,1.89,2.3
2.0,1.191,1.4
1.0,1.4445,1.6
1.0,0.89250,1.4
1.0,0.923,0.9
1.0,1.68000,1.0
3.0,1.639,2.9
1.0,1.03798,1.1
1.0,0.98100,0.5
1.0,1.193,0.9
0.0,0.96,0.8
0.0,1.12049,1.0
2.0,1.311,0.6
0.0,1.027,0.9
0.0,1.2775,1.2
0.0,1.3945,1.3
0.0,0.9395,0.9
0.0,1.2875,1.6
1.0,0.99849,1.0
2.0,1.032,0.7
2.0,1.145,1.2
2.0,1.77549,1.1
1.0,1.5905,1.5
1.0,1.212,1.6
0.0,1.228,1.5
0.0,1.16,1.0
0.0,2.0255,1.9
2.0,1.75450,2.7
1.0,1.2495,1.0
0.0,1.3845,1.0
0.0,1.2985,1.6
1.0,1.0345,1.0
0.0,0.9315,0.8
1.0,1.092,1.0
2.0,0.7185,0.4
2.0,0.8365,0.9
0.0,1.041,1.0
2.0,2.0865,2.0
2.0,1.2505,1.2
1.0,1.70949,1.5
1.0,1.0715,1.2
0.0,1.43850,1.7
3.0,1.092,0.8
4.0,1.46949,1.7
2.0,1.009,0.8
1.0,1.47250,1.6
0.0,1.3365,1.6
0.0,0.9765,1.4
0.0,1.226,1.5
2.0,0.96,1.2
2.0,0.9305,1.5
2.0,1.003,1.2
3.0,1.5205,1.8
0.0,1.159,1.6
0.0,1.16350,0.8
1.0,0.91750,1.0
0.0,1.1,1.2
2.0,1.825,1.3
2.0,1.2305,0.5
2.0,1.34550,1.4
0.0,0.9995,1.0
1.0,1.63650,1.3
2.0,0.962,0.8
1.0,1.77250,1.7
1.0,0.9275,0.9
0.0,1.0,1.0
1.0,0.5455,0.5
0.0,0.9945,1.4
2.0,1.1295,1.1
2.0,1.4705,1.3
1.0,1.1595,1.5
0.0,1.166,1.1
0.0,1.7805,1.5
2.0,1.25149,1.6
0.0,1.23099,0.9
0.0,1.1295,0.9
0.0,1.345,1.0
3.0,1.2705,0.6
1.0,0.8905,0.4
1.0,0.96299,0.6
1.0,0.83249,0.9
0.0,1.163,1.5
0.0,1.21650,1.6
0.0,1.3655,1.1
1.0,1.2425,1.1
1.0,1.186,1.0
1.0,1.42950,1.6
2.0,1.0275,1.0
0.0,0.8595,1.3
1.0,1.29598,0.7
2.0,1.99299,2.3
0.0,1.0765,1.3
2.0,0.8515,0.4
4.0,1.8275,1.9
1.0,1.179,1.2
2.0,0.99000,0.6
1.0,1.41449,1.0
0.0,1.342,2.1
1.0,1.018,0.9
2.0,0.915,1.0
1.0,1.14150,0.8
1.0,0.9235,1.2
0.0,1.2445,1.3
1.0,1.1305,1.5
1.0,1.0585,0.6
1.0,1.345,1.6
1.0,1.0945,0.7
1.0,1.2865,0.8
2.0,0.99499,0.8
0.0,1.1795,0.6
1.0,1.1015,1.2
3.0,1.63000,0.5
3.0,1.448,1.4
0.0,1.318,0.9
2.0,1.0145,0.7
3.0,1.8375,1.4
2.0,0.7495,0.9
3.0,1.108,0.8
1.0,1.08350,0.9
1.0,1.1055,1.0
2.0,1.18600,2.0
1.0,0.9695,1.3
3.0,1.1695,0.7
1.0,0.90950,0.9
3.0,1.74400,2.3
1.0,1.363,1.3
0.0,1.1935,1.4
1.0,0.8815,0.9
3.0,1.75050,0.9
3.0,1.215,0.9
1.0,1.73998,1.3
0.0,1.042,0.8
2.0,1.00600,0.9
3.0,1.292,1.0
3.0,2.4255,2.4
2.0,1.05,1.2
0.0,1.1725,1.3
1.0,0.889,1.1
1.0,1.0845,0.9
0.0,0.76300,0.8
0.0,1.142,1.2
3.0,0.8895,0.7
2.0,0.969,1.4
1.0,1.2395,1.5
0.0,1.7035,1.7
1.0,0.84049,1.0
2.0,1.34350,1.5
0.0,1.30949,1.7
1.0,0.897,0.8
2.0,1.6985,1.7
0.0,1.0165,0.8
3.0,1.52,2.6
0.0,0.88650,1.1
1.0,0.913,0.7
0.0,1.10300,1.2
0.0,0.79,0.7
3.0,1.207,1.3
0.0,1.0375,1.1
1.0,1.02900,1.0
3.0,1.86049,2.3
0.0,0.92800,0.3
0.0,0.953,1.0
1.0,0.6,0.6
1.0,1.108,1.0
3.0,1.96099,1.5
1.0,1.9285,1.7
0.0,0.8705,0.8
1.0,0.9285,0.7
1.0,1.00598,1.0
0.0,0.9455,1.0
0.0,1.126,1.1
0.0,1.06300,1.2
1.0,0.8465,0.6
3.0,1.446,1.8
1.0,1.34150,1.5
3.0,1.11,0.7
1.0,1.034,0.7
1.0,0.8105,1.1
1.0,1.28900,0.9
2.0,1.2515,1.0
1.0,1.03798,0.8
